Data Medicao,Hora Medicao,RADIACAO GLOBAL(Kj/m²),TEMPERATURA DO AR - BULBO SECO HORARIA(°C),TEMPERATURA DO AR - BULBO SECO HORARIA(°C),VENTO  RAJADA MAXIMA(m/s)
1/24/2015,13:00:00,null,31.2,54,10.7
1/24/2015,14:00:00,null,32,45,12.1
1/24/2015,15:00:00,null,32.9,45,12.1
1/24/2015,16:00:00,null,33.4,41,12.4
1/24/2015,17:00:00,null,32.4,44,12.6
1/24/2015,18:00:00,null,31.9,45,13.4
1/24/2015,19:00:00,null,31.8,46,12.6
1/24/2015,20:00:00,null,29.7,54,13
1/24/2015,21:00:00,null,27.9,64,11.3
1/24/2015,22:00:00,null,26.9,72,8.9
1/24/2015,23:00:00,null,26.3,77,8.7
1/25/2015,0:00:00,null,26,79,7.8
1/25/2015,1:00:00,null,25.7,80,7.5
1/25/2015,2:00:00,null,25.3,82,5.9
1/25/2015,3:00:00,null,25.2,83,5
1/25/2015,4:00:00,null,25,82,4.6
1/25/2015,5:00:00,null,24.8,84,3.9
1/25/2015,6:00:00,null,24.6,85,3.9
1/25/2015,7:00:00,null,24.3,86,4.7
1/25/2015,8:00:00,null,24.2,86,6
1/25/2015,9:00:00,null,24.1,87,6
1/25/2015,10:00:00,null,25.3,82,5.6
1/25/2015,11:00:00,null,26.7,74,7.2
1/25/2015,12:00:00,null,28.4,62,8.9
1/25/2015,13:00:00,null,29.9,49,11.7
1/25/2015,14:00:00,null,30.8,47,13.2
1/25/2015,15:00:00,null,30.8,42,12
1/25/2015,16:00:00,null,31.8,37,12.6
1/25/2015,17:00:00,null,32.8,36,12.1
1/25/2015,18:00:00,null,33.2,35,12
1/25/2015,19:00:00,null,31.3,40,11.9
1/25/2015,20:00:00,null,30,42,11.4
1/25/2015,21:00:00,null,28.5,50,9.7
1/25/2015,22:00:00,null,27.2,62,6.4
1/25/2015,23:00:00,null,26.3,69,6.2
1/26/2015,0:00:00,null,25.9,73,4.2
1/26/2015,1:00:00,null,25.5,76,3.8
1/26/2015,2:00:00,null,25.1,78,2.1
1/26/2015,3:00:00,null,23.9,82,1.9
1/26/2015,4:00:00,null,24,83,1.9
1/26/2015,5:00:00,null,24.2,83,2.2
1/26/2015,6:00:00,null,23.7,84,2.5
1/26/2015,7:00:00,null,23.2,87,3.3
1/26/2015,8:00:00,null,22.5,89,2.8
1/26/2015,9:00:00,null,21.6,91,2.3
1/26/2015,10:00:00,null,24.7,86,4.4
1/26/2015,11:00:00,null,27.2,70,9.4
1/26/2015,12:00:00,null,28.9,57,9.7
1/26/2015,13:00:00,null,31.1,47,9.7
1/26/2015,14:00:00,null,33.5,39,9.6
1/26/2015,15:00:00,null,34.5,35,10
1/26/2015,16:00:00,null,33.1,41,8.6
1/26/2015,17:00:00,null,33.6,39,10.8
1/26/2015,18:00:00,null,32.5,47,11.3
1/26/2015,19:00:00,null,31.8,46,10.7
1/26/2015,20:00:00,null,30.2,44,11.6
1/26/2015,21:00:00,null,27.7,65,11.6
1/26/2015,22:00:00,null,26.7,69,9.6
1/26/2015,23:00:00,null,26.1,72,8.1
1/27/2015,0:00:00,null,25.5,76,6.7
1/27/2015,1:00:00,null,25,79,6.5
1/27/2015,2:00:00,null,24.5,83,5.7
1/27/2015,3:00:00,null,23.8,85,4.5
1/27/2015,4:00:00,null,23.3,87,4.2
1/27/2015,5:00:00,null,22.9,89,4.3
1/27/2015,6:00:00,null,23.1,90,4.8
1/27/2015,7:00:00,null,22.7,91,4.8
1/27/2015,8:00:00,null,22.6,92,3.1
1/27/2015,9:00:00,null,22.8,92,3.1
1/27/2015,10:00:00,null,24.6,90,3.3
1/27/2015,11:00:00,null,27.3,76,5.6
1/27/2015,12:00:00,null,29.6,62,8.5
1/27/2015,13:00:00,null,30.9,54,9.7
1/27/2015,14:00:00,null,31.7,48,10
1/27/2015,15:00:00,null,33,44,10.7
1/27/2015,16:00:00,null,33.8,44,10.5
1/27/2015,17:00:00,null,33.8,46,11.8
1/27/2015,18:00:00,null,33,46,12
1/27/2015,19:00:00,-0.06,32.1,47,11.5
1/27/2015,20:00:00,null,30.6,51,11.2
1/27/2015,21:00:00,null,28.3,63,10.8
1/27/2015,22:00:00,null,27.3,69,10.8
1/27/2015,23:00:00,null,26.9,72,8.7
1/28/2015,0:00:00,null,26.2,77,7.9
1/28/2015,1:00:00,null,25.5,80,6.1
1/28/2015,2:00:00,null,24.9,83,5
1/28/2015,3:00:00,null,24.5,84,4.9
1/28/2015,4:00:00,null,24.1,85,4.5
1/28/2015,5:00:00,null,23.9,86,4.7
1/28/2015,6:00:00,null,23.8,87,4.1
1/28/2015,7:00:00,null,23.4,89,3
1/28/2015,8:00:00,null,23.4,89,3.3
1/28/2015,9:00:00,null,23.3,90,4
1/28/2015,10:00:00,null,25.1,84,4.4
1/28/2015,11:00:00,null,27.3,69,8.5
1/28/2015,12:00:00,null,29.1,55,10.9
1/28/2015,13:00:00,null,31.3,49,9.6
1/28/2015,14:00:00,null,31.6,45,10.3
1/28/2015,15:00:00,null,32.4,45,9.9
1/28/2015,16:00:00,null,33.2,43,9.8
1/28/2015,17:00:00,null,32.7,47,10.2
1/28/2015,18:00:00,null,32.6,47,11.8
1/28/2015,19:00:00,null,31.4,50,11.7
1/28/2015,20:00:00,null,29.5,56,12.5
1/28/2015,21:00:00,null,27.7,62,11.8
1/28/2015,22:00:00,null,26.7,71,10.8
1/28/2015,23:00:00,null,26.2,75,9.1
1/29/2015,0:00:00,null,25.8,79,8.2
1/29/2015,1:00:00,null,25.3,80,5.8
1/29/2015,2:00:00,null,24.6,82,4.3
1/29/2015,3:00:00,null,24.3,84,5.6
1/29/2015,4:00:00,null,24.1,85,5.6
1/29/2015,5:00:00,null,23.8,86,4.4
1/29/2015,6:00:00,null,23.6,88,5
1/29/2015,7:00:00,null,23.4,88,4.5
1/29/2015,8:00:00,null,22.9,89,4.1
1/29/2015,9:00:00,null,22.6,90,2.9
1/29/2015,10:00:00,null,24.6,86,3.9
1/29/2015,11:00:00,null,27.2,70,8
1/29/2015,12:00:00,null,29.5,55,10
1/29/2015,13:00:00,null,31.4,46,10.2
1/29/2015,14:00:00,null,32.3,39,10
1/29/2015,15:00:00,null,33.7,34,10.1
1/29/2015,16:00:00,null,33.4,36,8.8
1/29/2015,17:00:00,null,32.9,45,10.9
1/29/2015,18:00:00,null,32.2,47,11.3
1/29/2015,19:00:00,null,31.7,46,11.8
1/29/2015,20:00:00,null,30.1,47,11.4
1/29/2015,21:00:00,null,28.2,56,9.8
1/29/2015,22:00:00,null,26.8,70,9.4
1/29/2015,23:00:00,null,26,76,7.9
1/30/2015,0:00:00,null,25.4,78,6.3
1/30/2015,1:00:00,null,24.7,80,5
1/30/2015,2:00:00,null,24.3,82,3.8
1/30/2015,3:00:00,null,23.7,84,3.4
1/30/2015,4:00:00,null,23.4,86,3
1/30/2015,5:00:00,null,23.1,88,2.9
1/30/2015,6:00:00,null,23.3,90,3.5
1/30/2015,7:00:00,null,23.2,90,3.2
1/30/2015,8:00:00,null,23.3,91,3.2
1/30/2015,9:00:00,null,23.5,91,3.5
1/30/2015,10:00:00,null,25,87,5.5
1/30/2015,11:00:00,null,27.2,71,9
1/30/2015,12:00:00,null,28.9,59,9
1/30/2015,13:00:00,null,31.4,49,10
1/30/2015,14:00:00,null,33.5,39,10.6
1/30/2015,15:00:00,null,34.3,34,9.7
1/30/2015,16:00:00,null,34.1,39,10.7
1/30/2015,17:00:00,null,33.3,41,12.4
1/30/2015,18:00:00,null,32.1,47,12.5
1/30/2015,19:00:00,null,31.2,49,12.6
1/30/2015,20:00:00,null,29.7,57,11.4
1/30/2015,21:00:00,null,27.6,68,11.3
1/30/2015,22:00:00,null,26.7,73,9.5
1/30/2015,23:00:00,null,26.2,76,8.1
1/31/2015,0:00:00,null,25.6,78,6.8
1/31/2015,1:00:00,null,25.1,82,4.8
1/31/2015,2:00:00,null,24.4,84,4
1/31/2015,3:00:00,null,23.8,86,3
1/31/2015,4:00:00,null,23.1,88,3.3
1/31/2015,5:00:00,null,23,89,3.4
1/31/2015,6:00:00,null,23.1,90,4.1
1/31/2015,7:00:00,null,23.1,90,4.5
1/31/2015,8:00:00,null,23,91,3.6
1/31/2015,9:00:00,null,23.3,91,3.7
1/31/2015,10:00:00,null,25.2,85,6.3
1/31/2015,11:00:00,null,27.5,69,9.9
1/31/2015,12:00:00,null,30.1,57,9.9
1/31/2015,13:00:00,null,30.8,50,10
1/31/2015,14:00:00,null,31.4,51,10
1/31/2015,15:00:00,null,33.2,44,9.3
1/31/2015,16:00:00,null,34.1,44,9.8
1/31/2015,17:00:00,null,33.5,44,10.1
1/31/2015,18:00:00,null,33.5,42,11.7
1/31/2015,19:00:00,null,32.4,43,12.3
1/31/2015,20:00:00,null,30.8,47,12.3
1/31/2015,21:00:00,null,28.6,58,10.6
1/31/2015,22:00:00,null,27.5,67,10.8
1/31/2015,23:00:00,null,26.8,75,8.8
2/1/2015,0:00:00,null,26.3,81,8.3
2/1/2015,1:00:00,null,25.9,83,7
2/1/2015,2:00:00,null,25.7,85,6.4
2/1/2015,3:00:00,null,25.6,86,6.8
2/1/2015,4:00:00,null,25.6,86,5.8
2/1/2015,5:00:00,null,25.7,85,6.1
2/1/2015,6:00:00,null,25.6,85,6.9
2/1/2015,7:00:00,null,25.4,84,5.8
2/1/2015,8:00:00,null,24.9,86,5.6
2/1/2015,9:00:00,null,24.4,88,3.3
2/1/2015,10:00:00,null,26.5,83,5.4
2/1/2015,11:00:00,null,28.7,72,9.1
2/1/2015,12:00:00,null,29.8,60,10.1
2/1/2015,13:00:00,null,31.9,50,10
2/1/2015,14:00:00,null,33.9,45,10.5
2/1/2015,15:00:00,null,34.1,45,11.1
2/1/2015,16:00:00,null,33.2,48,11.1
2/1/2015,17:00:00,null,33.5,47,12.2
2/1/2015,18:00:00,null,33.1,49,12.2
2/1/2015,19:00:00,null,30.4,58,12.6
2/1/2015,20:00:00,null,28.8,66,11.8
2/1/2015,21:00:00,null,27.7,73,9.9
2/1/2015,22:00:00,null,27,78,9.4
2/1/2015,23:00:00,null,26.6,80,8.5
2/2/2015,0:00:00,null,26.2,81,6.7
2/2/2015,1:00:00,null,26.1,82,6.3
2/2/2015,2:00:00,null,25.8,83,6.1
2/2/2015,3:00:00,null,25.6,84,3.9
2/2/2015,4:00:00,null,25.5,84,3
2/2/2015,5:00:00,null,25.2,86,2.2
2/2/2015,6:00:00,null,24.5,87,2.4
2/2/2015,7:00:00,null,24.3,89,3
2/2/2015,8:00:00,null,24.3,90,3.4
2/2/2015,9:00:00,null,24.3,89,2.9
2/2/2015,10:00:00,null,25.7,87,3.4
2/2/2015,11:00:00,null,28,74,7.1
2/2/2015,12:00:00,null,30.4,61,9.6
2/2/2015,13:00:00,null,31.2,57,9.6
2/2/2015,14:00:00,null,33.5,45,9.5
2/2/2015,15:00:00,null,33,47,10
2/2/2015,16:00:00,null,32.7,47,12.4
2/2/2015,17:00:00,null,30.8,57,11.9
2/2/2015,18:00:00,null,30.3,59,11.9
2/2/2015,19:00:00,null,30.7,58,11.4
2/2/2015,20:00:00,null,29.1,65,11.7
2/2/2015,21:00:00,null,28,71,10.1
2/2/2015,22:00:00,null,27.4,77,10.1
2/2/2015,23:00:00,null,27,78,7.6
2/3/2015,0:00:00,null,26.7,80,7
2/3/2015,1:00:00,null,26.3,82,5.1
2/3/2015,2:00:00,null,25.9,84,3.7
2/3/2015,3:00:00,null,25.5,85,4.5
2/3/2015,4:00:00,null,25.4,86,1.6
2/3/2015,5:00:00,null,25.5,86,2.5
2/3/2015,6:00:00,null,25.3,87,2.5
2/3/2015,7:00:00,null,25,90,2.5
2/3/2015,8:00:00,null,24.6,91,1.8
2/3/2015,9:00:00,null,24.7,92,3.7
2/3/2015,10:00:00,null,25.3,92,3
2/3/2015,11:00:00,null,26.9,88,4.4
2/3/2015,12:00:00,null,28.7,71,6.3
2/3/2015,13:00:00,null,31.4,60,8.6
2/3/2015,14:00:00,null,31.9,54,8.5
2/3/2015,15:00:00,null,32.7,51,9.1
2/3/2015,16:00:00,null,31.7,56,12.2
2/3/2015,17:00:00,null,29.8,63,10.5
2/3/2015,18:00:00,null,29.1,64,9.4
2/3/2015,19:00:00,null,28.3,69,7.3
2/3/2015,20:00:00,null,27.6,72,6
2/3/2015,21:00:00,null,27,74,5.8
2/3/2015,22:00:00,null,26.5,79,6.7
2/3/2015,23:00:00,null,26.5,81,5.3
2/4/2015,0:00:00,null,26,82,4.1
2/4/2015,1:00:00,null,25.4,85,2.3
2/4/2015,2:00:00,null,23.8,87,1.7
2/4/2015,3:00:00,null,24.3,89,1.9
2/4/2015,4:00:00,null,24.2,90,2
2/4/2015,5:00:00,null,24.1,90,2.2
2/4/2015,6:00:00,null,24.1,90,2
2/4/2015,7:00:00,null,24,91,1.5
2/4/2015,8:00:00,null,23.8,91,1.3
2/4/2015,9:00:00,null,23.3,92,1.7
2/4/2015,10:00:00,null,25.1,91,1.7
2/4/2015,11:00:00,null,27.2,81,3.4
2/4/2015,12:00:00,null,28.7,71,4.7
2/4/2015,13:00:00,null,29.6,70,5.7
2/4/2015,14:00:00,null,26.2,85,11.5
2/4/2015,15:00:00,null,28,75,10.3
2/4/2015,16:00:00,null,28.9,72,8.6
2/4/2015,17:00:00,null,28.2,71,9.5
2/4/2015,18:00:00,null,27.8,72,8
2/4/2015,19:00:00,null,27.8,72,7.9
2/4/2015,20:00:00,null,27.8,72,7.7
2/4/2015,21:00:00,null,27,76,6.6
2/4/2015,22:00:00,null,26.3,81,5.5
2/4/2015,23:00:00,null,25.9,84,3.9
2/5/2015,0:00:00,null,25.4,85,2.5
2/5/2015,1:00:00,null,25.6,86,1.7
2/5/2015,2:00:00,null,25.4,86,1.8
2/5/2015,3:00:00,null,25.2,86,2.6
2/5/2015,4:00:00,null,25,86,2.4
2/5/2015,5:00:00,null,24.6,88,1.8
2/5/2015,6:00:00,null,24.8,88,2.5
2/5/2015,7:00:00,null,24.6,89,2.4
2/5/2015,8:00:00,null,24.3,90,2.7
2/5/2015,9:00:00,null,24.2,90,2.9
2/5/2015,10:00:00,null,24.7,90,3.6
2/5/2015,11:00:00,null,26.2,84,4.6
2/5/2015,12:00:00,null,28.2,70,7.9
2/5/2015,13:00:00,null,30.5,61,7.9
2/5/2015,14:00:00,null,31.2,56,8.4
2/5/2015,15:00:00,null,31.9,52,7.3
2/5/2015,16:00:00,null,31.9,53,8.1
2/5/2015,17:00:00,null,31.2,60,8.9
2/5/2015,18:00:00,null,30.3,58,8.6
2/5/2015,19:00:00,null,29.2,60,8.5
2/5/2015,20:00:00,null,28.5,64,8.1
2/5/2015,21:00:00,null,27.7,68,7.7
2/5/2015,22:00:00,null,27.1,76,7.6
2/5/2015,23:00:00,null,26.8,81,7.9
2/6/2015,0:00:00,null,26.3,82,6.7
2/6/2015,1:00:00,null,25.9,83,6.7
2/6/2015,2:00:00,null,25.3,85,4.2
2/6/2015,3:00:00,null,25,87,3
2/6/2015,4:00:00,null,25,87,2.3
2/6/2015,5:00:00,null,24.8,88,2.8
2/6/2015,6:00:00,null,24.9,88,3.9
2/6/2015,7:00:00,null,24.7,89,4.6
2/6/2015,8:00:00,null,24.4,90,4.5
2/6/2015,9:00:00,null,24.3,91,4.3
2/6/2015,10:00:00,null,25.6,87,5.1
2/6/2015,11:00:00,null,27.5,75,6.8
2/6/2015,12:00:00,null,28.8,64,8.8
2/6/2015,13:00:00,null,31,53,9.5
2/6/2015,14:00:00,null,32,47,9.4
2/6/2015,15:00:00,null,34,40,11.2
2/6/2015,16:00:00,null,34.1,39,11.1
2/6/2015,17:00:00,null,33.7,39,12.2
2/6/2015,18:00:00,null,32.9,42,11.2
2/6/2015,19:00:00,null,33,39,10.6
2/6/2015,20:00:00,null,30.9,49,9.9
2/6/2015,21:00:00,null,29,55,10.1
2/6/2015,22:00:00,null,27.3,66,7.6
2/6/2015,23:00:00,null,26.7,73,6.9
2/7/2015,0:00:00,null,25.7,77,4.5
2/7/2015,1:00:00,null,25,81,3.5
2/7/2015,2:00:00,null,24.5,85,3.1
2/7/2015,3:00:00,null,24,87,4.3
2/7/2015,4:00:00,null,24.1,88,4.9
2/7/2015,5:00:00,null,23.8,89,4.9
2/7/2015,6:00:00,null,24,90,3.9
2/7/2015,7:00:00,null,23.9,90,3.8
2/7/2015,8:00:00,null,23.7,91,3.6
2/7/2015,9:00:00,null,23.6,91,3.6
2/7/2015,10:00:00,null,25.6,83,6.3
2/7/2015,11:00:00,null,28.2,70,9.6
2/7/2015,12:00:00,null,30.4,57,10
2/7/2015,13:00:00,null,32.4,50,10
2/7/2015,14:00:00,null,32,47,9.4
2/7/2015,15:00:00,null,33.3,42,10
2/7/2015,16:00:00,null,34,41,10.5
2/7/2015,17:00:00,null,34.5,40,14.1
2/7/2015,18:00:00,null,34.1,41,12.2
2/7/2015,19:00:00,null,33.1,45,11.1
2/7/2015,20:00:00,null,31,50,11.2
2/7/2015,21:00:00,null,28.8,61,10.7
2/7/2015,22:00:00,null,27.8,67,10.1
2/7/2015,23:00:00,null,27.1,73,7.8
2/8/2015,0:00:00,null,26.4,78,6.6
2/8/2015,1:00:00,null,25.6,81,3.8
2/8/2015,2:00:00,null,25.2,84,3
2/8/2015,3:00:00,null,25.2,85,4.9
2/8/2015,4:00:00,null,24.7,87,4.1
2/8/2015,5:00:00,null,24.5,88,3.7
2/8/2015,6:00:00,null,24.4,89,3.9
2/8/2015,7:00:00,null,24.5,89,4.3
2/8/2015,8:00:00,null,24.4,89,4
2/8/2015,9:00:00,null,24.3,90,4
2/8/2015,10:00:00,null,25.3,88,4.6
2/8/2015,11:00:00,null,27.9,73,7.4
2/8/2015,12:00:00,null,29.5,62,9.9
2/8/2015,13:00:00,null,31.1,56,9.5
2/8/2015,14:00:00,null,31.3,55,7.7
2/8/2015,15:00:00,null,32,52,9.1
2/8/2015,16:00:00,null,33.7,45,9.7
2/8/2015,17:00:00,null,35.2,39,11
2/8/2015,18:00:00,null,34.2,45,11
2/8/2015,19:00:00,null,33,45,11.8
2/8/2015,20:00:00,null,31.2,53,11.9
2/8/2015,21:00:00,null,29.6,57,10.7
2/8/2015,22:00:00,null,28.1,67,10.3
2/8/2015,23:00:00,null,27.6,70,9
2/9/2015,0:00:00,null,27.1,73,7.9
2/9/2015,1:00:00,null,26.3,78,6.8
2/9/2015,2:00:00,null,25.9,81,5
2/9/2015,3:00:00,null,25.4,83,5.2
2/9/2015,4:00:00,null,25,85,5.2
2/9/2015,5:00:00,null,24.3,88,2.9
2/9/2015,6:00:00,null,23.9,89,3
2/9/2015,7:00:00,null,24.2,90,4.5
2/9/2015,8:00:00,null,24.3,90,4.5
2/9/2015,9:00:00,null,24.5,88,5.8
2/9/2015,10:00:00,null,26.3,78,7.3
2/9/2015,11:00:00,null,29,63,9.8
2/9/2015,12:00:00,null,31.4,48,10.3
2/9/2015,13:00:00,null,32.8,41,11.5
2/9/2015,14:00:00,null,34.3,38,12
2/9/2015,15:00:00,null,35.5,32,11.3
2/9/2015,16:00:00,null,36.2,29,11.4
2/9/2015,17:00:00,64.787,37,27,9
2/9/2015,18:00:00,null,35.5,37,10.6
2/9/2015,19:00:00,null,34.1,39,11.1
2/9/2015,20:00:00,null,32.5,38,11.2
2/9/2015,21:00:00,null,29.6,52,10.9
2/9/2015,22:00:00,null,28,59,9.7
2/9/2015,23:00:00,null,27.1,69,8.3
2/10/2015,0:00:00,null,26.5,75,7.8
2/10/2015,1:00:00,null,26.4,78,7.6
2/10/2015,2:00:00,null,26.3,80,6.7
2/10/2015,3:00:00,null,26.1,81,6.9
2/10/2015,4:00:00,null,25.8,83,6.5
2/10/2015,5:00:00,null,25.5,85,6.5
2/10/2015,6:00:00,null,25.4,85,6.1
2/10/2015,7:00:00,null,25.3,86,5.4
2/10/2015,8:00:00,null,25.1,87,3.8
2/10/2015,9:00:00,null,25.3,86,6.3
2/10/2015,10:00:00,null,26.7,78,6.9
2/10/2015,11:00:00,null,28.6,67,9.3
2/10/2015,12:00:00,null,30.7,56,9.5
2/10/2015,13:00:00,null,31.5,48,10.3
2/10/2015,14:00:00,null,34,39,9.6
2/10/2015,15:00:00,null,35.6,34,10.5
2/10/2015,16:00:00,null,35.2,31,10.5
2/10/2015,17:00:00,null,34.2,47,9.6
2/10/2015,18:00:00,null,34.1,48,10.2
2/10/2015,19:00:00,null,31.9,53,11.9
2/10/2015,20:00:00,null,30.5,57,11.7
2/10/2015,21:00:00,null,28.7,66,10.9
2/10/2015,22:00:00,null,27.6,74,10.6
2/10/2015,23:00:00,null,27.1,78,9.2
2/11/2015,0:00:00,null,26.8,81,8.2
2/11/2015,1:00:00,null,26.5,82,7.1
2/11/2015,2:00:00,null,26.5,81,6.8
2/11/2015,3:00:00,null,26.4,80,7.8
2/11/2015,4:00:00,null,26.3,80,8
2/11/2015,5:00:00,null,26,82,5.6
2/11/2015,6:00:00,null,25.9,82,4.2
2/11/2015,7:00:00,null,25.9,82,4.8
2/11/2015,8:00:00,null,25.7,82,4.8
2/11/2015,9:00:00,null,25.4,83,4.5
2/11/2015,10:00:00,null,26,82,4.5
2/11/2015,11:00:00,null,27.8,71,9.5
2/11/2015,12:00:00,null,29.5,61,10.5
2/11/2015,13:00:00,null,30.7,53,10.4
2/11/2015,14:00:00,null,32.7,46,10.7
2/11/2015,15:00:00,null,33.3,42,10.1
2/11/2015,16:00:00,null,33.9,36,11.4
2/11/2015,17:00:00,null,33.7,41,11.2
2/11/2015,18:00:00,null,34.2,43,10.2
2/11/2015,19:00:00,null,32.7,42,11.8
2/11/2015,20:00:00,null,31.9,45,11.5
2/11/2015,21:00:00,null,29,56,10.4
2/11/2015,22:00:00,null,27.9,61,11.1
2/11/2015,23:00:00,null,27.1,69,9.5
2/12/2015,0:00:00,null,26.4,75,7
2/12/2015,1:00:00,null,25.8,77,6.4
2/12/2015,2:00:00,null,25.3,80,5.8
2/12/2015,3:00:00,null,25,83,5
2/12/2015,4:00:00,null,24.6,84,5.1
2/12/2015,5:00:00,null,24.4,86,4.2
2/12/2015,6:00:00,null,24.7,85,4.6
2/12/2015,7:00:00,null,24.2,87,4.1
2/12/2015,8:00:00,null,23.8,88,4.5
2/12/2015,9:00:00,null,23.6,90,3.3
2/12/2015,10:00:00,null,25.4,84,4.7
2/12/2015,11:00:00,null,28.4,69,9.3
2/12/2015,12:00:00,null,30.3,55,10.9
2/12/2015,13:00:00,null,31.9,51,9.9
2/12/2015,14:00:00,null,32.6,47,10.3
2/12/2015,15:00:00,null,33.8,43,11.7
2/12/2015,16:00:00,null,32.6,46,12.6
2/12/2015,17:00:00,null,34,42,11.9
2/12/2015,18:00:00,null,33.1,44,13.4
2/12/2015,19:00:00,null,32.2,46,12.4
2/12/2015,20:00:00,null,30.9,51,13
2/12/2015,21:00:00,null,28.7,61,13.6
2/12/2015,22:00:00,null,27.4,70,10.9
2/12/2015,23:00:00,null,26.6,76,8.5
2/13/2015,0:00:00,null,26.2,80,7.3
2/13/2015,1:00:00,null,25.8,82,6
2/13/2015,2:00:00,null,25.5,83,5.4
2/13/2015,3:00:00,null,25.2,84,6.5
2/13/2015,4:00:00,null,24.6,86,5
2/13/2015,5:00:00,null,24.5,87,4.3
2/13/2015,6:00:00,null,24.4,87,5.3
2/13/2015,7:00:00,null,24,89,5.6
2/13/2015,8:00:00,null,24.2,89,5.1
2/13/2015,9:00:00,null,24,90,4.2
2/13/2015,10:00:00,null,26.2,86,5.4
2/13/2015,11:00:00,null,28.9,69,10
2/13/2015,12:00:00,null,30.5,57,11.5
2/13/2015,13:00:00,null,31.3,53,11.5
2/13/2015,14:00:00,null,32.4,46,11.1
2/13/2015,15:00:00,null,33.1,45,11.4
2/13/2015,16:00:00,null,33.4,47,12.3
2/13/2015,17:00:00,null,33.7,46,12.4
2/13/2015,18:00:00,null,33,48,13.6
2/13/2015,19:00:00,null,32.2,50,13.4
2/13/2015,20:00:00,null,30,56,13
2/13/2015,21:00:00,null,28.4,65,13
2/13/2015,22:00:00,null,27.4,71,10.7
2/13/2015,23:00:00,null,26.9,76,9.8
2/14/2015,0:00:00,null,26.7,77,9.6
2/14/2015,1:00:00,null,26.6,78,9.6
2/14/2015,2:00:00,null,26.6,77,8.5
2/14/2015,3:00:00,null,26.4,77,7.9
2/14/2015,4:00:00,null,25.9,79,6
2/14/2015,5:00:00,null,25.5,81,5.2
2/14/2015,6:00:00,null,25.2,82,4.6
2/14/2015,7:00:00,null,24.7,84,4.4
2/14/2015,8:00:00,null,23.8,86,2.5
2/14/2015,9:00:00,null,24,87,3.1
2/14/2015,10:00:00,null,26.1,80,4.3
2/14/2015,11:00:00,null,28.5,65,10.5
2/14/2015,12:00:00,null,30.7,55,10.8
2/14/2015,13:00:00,null,32.7,47,11.4
2/14/2015,14:00:00,null,33.5,39,10.9
2/14/2015,15:00:00,null,34.2,40,11.5
2/14/2015,16:00:00,null,33.9,40,12.4
2/14/2015,17:00:00,null,33.7,40,12.4
2/14/2015,18:00:00,null,33.8,39,13.1
2/14/2015,19:00:00,null,32.2,46,12.3
2/14/2015,20:00:00,null,30.5,52,12.3
2/14/2015,21:00:00,null,28.7,61,12.2
2/14/2015,22:00:00,null,27.4,72,10.8
2/14/2015,23:00:00,null,26.6,78,9.1
2/15/2015,0:00:00,null,26.3,80,7.8
2/15/2015,1:00:00,null,25.5,83,5.1
2/15/2015,2:00:00,null,25,83,4.6
2/15/2015,3:00:00,null,24.4,85,4.4
2/15/2015,4:00:00,null,24.2,86,4
2/15/2015,5:00:00,null,23.9,87,3.6
2/15/2015,6:00:00,null,24.1,87,4.3
2/15/2015,7:00:00,null,23.9,88,4.6
2/15/2015,8:00:00,null,24,89,5
2/15/2015,9:00:00,null,23.9,89,4.6
2/15/2015,10:00:00,null,25.7,83,5.3
2/15/2015,11:00:00,null,28.3,69,9.7
2/15/2015,12:00:00,null,30.4,59,10.3
2/15/2015,13:00:00,null,30.7,54,10.3
2/15/2015,14:00:00,null,31.6,50,10.5
2/15/2015,15:00:00,null,34.3,42,12
2/15/2015,16:00:00,null,33.7,43,13
2/15/2015,17:00:00,null,34.2,43,12.3
2/15/2015,18:00:00,null,33.4,45,13.4
2/15/2015,19:00:00,null,31.6,53,13.4
2/15/2015,20:00:00,null,29.3,61,12.3
2/15/2015,21:00:00,null,27.8,69,11.9
2/15/2015,22:00:00,null,27.1,74,8.7
2/15/2015,23:00:00,null,26.6,77,6.9
2/16/2015,0:00:00,null,26.3,80,6.6
2/16/2015,1:00:00,null,25.9,83,6.5
2/16/2015,2:00:00,null,25.6,84,5
2/16/2015,3:00:00,null,25.3,86,4.3
2/16/2015,4:00:00,null,25.1,86,4.6
2/16/2015,5:00:00,null,24.9,87,4.3
2/16/2015,6:00:00,null,25.4,86,4.5
2/16/2015,7:00:00,null,25.5,84,4.5
2/16/2015,8:00:00,null,25.1,86,2.9
2/16/2015,9:00:00,null,24.8,88,4
2/16/2015,10:00:00,null,25.5,87,3.6
2/16/2015,11:00:00,null,27.1,79,5.8
2/16/2015,12:00:00,null,29.1,71,6.4
2/16/2015,13:00:00,null,27.9,78,8.6
2/16/2015,14:00:00,null,27.9,89,12.8
2/16/2015,15:00:00,null,28.7,72,9.3
2/16/2015,16:00:00,null,28,77,8.6
2/16/2015,17:00:00,null,28.8,70,10.3
2/16/2015,18:00:00,null,29.9,64,9.8
2/16/2015,19:00:00,null,28.6,69,10.9
2/16/2015,20:00:00,null,25.8,88,8.8
2/16/2015,21:00:00,null,25.5,90,5.1
2/16/2015,22:00:00,null,25.1,91,5.1
2/16/2015,23:00:00,null,24.7,92,4.9
2/17/2015,0:00:00,null,24.6,92,4.8
2/17/2015,1:00:00,null,24.9,92,4
